adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,2238813,Comedy;Drama;Romance,,6620,tt0047437,en,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work -- busily running the family corporate empire, he has no time for a wife and family. David is all play -- technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who has been infatuated with David all her life, but David hardly notices her -- ""doesn't even know I exist"" -- until she goes away to Paris for two years, and returns an elegant, sophisticated, beautiful woman. Suddenly, she finds that she has captured David's attention, but just as she does so, she finds herself falling in love with Linus, and she finds that Linus is also falling in love with her.",7.359741,/7ITDmatHa2yf5UTzjwaKAvf3Xr6.jpg,Paramount Pictures,,1954-09-28,10000000,113,en;it,Released,...the chauffeur's daughter who learned her stuff in Paris,Sabrina,False,7.4,284,"brother brother relationship;chauffeur;champagne;playboy;love;teenage crush;millionaire;high society;manhattan, new york city;impossible love;family disapproval"
False,,0,Comedy;Music;Romance,,909,tt0037059,en,Meet Me in St. Louis,"In the year before the 1904 St Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",7.331511,/uSCZ8sxf3Cg8b50LUh0WD5Bdhad.jpg,Loew's;Metro-Goldwyn-Mayer (MGM),,1944-11-23,0,113,en,Released,M·G·M's glorious love story with music!,Meet Me in St. Louis,False,6.8,66,musical;moving;boy next door;americana;togetherness;fiddle;chapter headings;straw hat;st. louis missouri;20th century
False,,1752000,Drama,,599,tt0043014,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,11.709777,/oFwzvRgfxJc0FUr2mwYTi10dk3G.jpg,Paramount Pictures,,1950-08-10,5000000,110,en,Released,A Hollywood Story,Sunset Boulevard,False,8.2,533,new year's eve;screenwriter;jealousy;butler;loss of sense of reality;diva;hollywood;madness;aging actor;silent film star;film noir
False,,10500000,Science Fiction;Mystery;Adventure,,62,tt0062622,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",22.494622,/90T7b2LIrL07ndYQBmSm09yqVEH.jpg,Stanley Kubrick Productions;Metro-Goldwyn-Mayer (MGM),,1968-04-10,68700000,149,en;ru,Released,An epic drama of adventure and exploration,2001: A Space Odyssey,False,7.9,3075,moon;jupiter;artificial intelligence;man vs machine;technology;super computer;human being;space travel;space mission;moon base;astronaut;evolution;monolith;space station
False,,1288000,Drama;Mystery,,223,tt0032976,en,Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,8.590813,/eIkJjEbQcPasYvoNHKueFrfgpX4.jpg,Selznick International Pictures,,1940-04-12,6000000,130,en;fr,Released,The shadow of this woman darkened their love.,Rebecca,False,7.7,346,monte carlo;based on novel;age difference;secret;obsession;bride;cornwall;love;suspense;rural setting;devotion;housekeeper;death;estate;costume party;film noir;second wife
False,,2000000,Thriller;Drama;Romance,,303,tt0038787,en,Notorious,"Released shortly after the war, this classic Hitchcock film illustrates the battle between German Nazis and American spies in Rio de Janeiro where a German businessman keeps a wine cellar with uranium ore.",10.135111,/pi5YexkEQ9BZIWovB5SyPmjCBjG.jpg,RKO Radio Pictures,,1946-08-15,24464742,102,en,Released,Notorious woman of affairs... Adventurous man of the world,Notorious,False,7.8,345,poison;love at first sight;marriage proposal;undercover;patriotism;rio de janeiro;wine cellar;fbi;atomic bomb;staircase;nazis;daughter;suspense;espionage;millionaire;intoxication;film noir
False,,2500000,Crime;Drama;Mystery;Romance;Thriller,,381,tt0048728,en,To Catch a Thief,A delightful Hitchcock film about an ex-burglar who must catch a thief who’s been copying this style before he gets accused of the wrong crimes. His time is running out as the police are close behind him yet he finds time for a little romance of course. A classic masterpiece starring Grace Kelly and Cary Grant.,5.490505,/wizxvCHhWTpJXxRew6FGPGFWTVl.jpg,Paramount Pictures,,1955-08-03,8750000,106,fr;en,Released,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!,To Catch a Thief,False,7.1,299,hotel;falsely accused;villa;jealousy;age difference;cat;expensive restaurant;nice;southern france;masked ball;roof;picnic;fireworks;côte d'azur;jewelry;police;suspense;blonde woman;cat burglar
False,,0,Comedy;War,,198,tt0035446,en,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",7.274948,/ug5R6fdOhud4hbb5O6pn1snSEFJ.jpg,United Artists,,1942-03-05,0,99,en,Released,,To Be or Not to Be,False,7.7,119,love triangle;london england;infidelity;world war ii;warsaw ghetto;polish resistance;jewish ghetto;nazis;airplane;parachuting;funny nazi;military officer;espionage
False,,1500000,Comedy;Drama,,3083,tt0031679,en,Mr. Smith Goes to Washington,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",8.168694,/jZDRazOQhKFGoK322rYiBk1fpsY.jpg,Columbia Pictures,,1939-10-19,9600000,129,en,Released,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",Mr. Smith Goes to Washington,False,7.9,245,corruption;washington d.c.;senate;senator;governor;politician;camp;conservative;usa politics;political drama
False,,0,Action;Thriller;Mystery,,260,tt0026029,en,The 39 Steps,"While on vacation in London, Canadian Richard Hannay becomes embroiled in an international spy ring related to the mysterious ""39 steps."" Then he meets agent Annabella Smith, who is soon killed in his apartment. He must elude the police, who are hunting him for murder, while he tries to stop Professor Jordan from sending secrets out of the country. Hannay is assisted by Pamela, an unwilling accomplice who discovers the truth.",5.865697,/9v283GWj9a0AC8wwC4zriNqY1lZ.jpg,Gaumont British Picture Corporation;The Criterion Collection,,1935-06-01,0,86,en,Released,Handcuffed to the girl who double-crossed him,The 39 Steps,False,7.4,217,london england;scotland;scotland yard;handcuffs;secret;entertainer;intelligence;cabaret;secret agent;murder;fugitive;train;memorization;manhunt;handcuffed together;held against will;bickering couple;wrongly accused
False,,3000000,Drama;Romance,,261,tt0051459,en,Cat on a Hot Tin Roof,"Brick, an alcoholic ex-football player, drinks his days away and resists the affections of his wife, Maggie. His reunion with his father, Big Daddy, who is dying of cancer, jogs a host of memories and revelations for both father and son.",11.794846,/2ILe9TXCB4bOcVwsV6cUChir0SR.jpg,Avon Production;Metro-Goldwyn-Mayer (MGM),,1958-02-17,17570324,108,en,Released,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,False,7.6,168,individual;suicide;southern usa;adultery;mississippi;depression;jealousy;wife husband relationship;dying and death;alcoholic
False,,5000000,Adventure;Drama;Science Fiction,,173,tt0046672,en,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",8.722406,/pdi0lk5a0Yaq2HAk5v7SAj8oxT7.jpg,Walt Disney Productions,,1954-12-23,28200000,127,en,Released,The mightiest motion picture of them all!,"20,000 Leagues Under the Sea",False,6.9,160,diving;ocean;submarine;jules verne;captain;atlantis;deep sea;war ship;diving suit;harpoon;ship;war;scuba diving;underwater;scuba;captain nemo;giant  squid
False,,28000000,Action;Thriller,,562,tt0095016,en,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",16.640522,/r7CDkRjZIAP79skLaTTvRk8eUp3.jpg,Twentieth Century Fox Film Corporation;Gordon Company;Silver Pictures,,1988-07-15,140767956,131,en;de;it,Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,False,7.5,4005,helicopter;journalist;based on novel;terrorist;skyscraper;christmas party;s.w.a.t.;hostage;kidnapping;vault;fistfight;murder;heist;shootout;los angeles;one man army;explosion;violence;fbi agent;walkie talkie;christmas eve;elevator shaft;one night;action hero
False,,14500000,Drama;Romance,http://www.romeoandjuliet.com/,454,tt0117509,en,Romeo + Juliet,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",11.774061,/6VsRWzhx9i3FNcggVrNwYLMUdxa.jpg,Bazmark Films;Twentieth Century Fox Film Corporation,,1996-10-31,147298761,120,en,Released,My only love sprung from my only hate.,Romeo + Juliet,False,6.7,1406,shakespeare;forbidden love;gun violence;star crossed lovers;shakespeare in modern dress;teenage romance;masquerade;shakespeare's romeo and juliet;gangster grip
False,,0,Crime;Drama;Mystery;Thriller,,1834,tt0037101,en,"Murder, My Sweet","Detective Philip Marlowe is hired by hulking Moose Malloy to locate his old girlfriend that he lost track of while serving time in prison. With each lead he follows, Marlowe encounters lies, larceny, perjury, theft and a beautiful femme fatale. Based on Raymond Chandler's novel ""Farewell My Lovely"", which was also the film's title in the United Kingdom.",3.433265,/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg,RKO Radio Pictures,,1944-12-09,0,95,en,Released,An Original Philip Marlowe Mystery,"Murder, My Sweet",False,7.2,48,detective;lover (female);planned murder;femme fatale;hallucinogenic drug;los angeles;beach house;private detective;philip marlowe;film noir;sedation;search for truth;unfaithful wife;tiki culture
False,,3000000,Family;Fantasy,,252,tt0067992,en,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?,12.416635,/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,Paramount Pictures;David L. Wolper Productions,,1971-06-29,4000000,100,en;fr;de,Released,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,False,7.4,826,chocolate;factory worker;based on novel;candy;tv addicted person;overweight child;grandfather grandson relationship;factory;musical;single;teacher
False,,2500000,Crime;Drama,,475,tt0061418,en,Bonnie and Clyde,Bonnie and Clyde is based on the true stories of the gangster pair Bonnie Parker and Clyde Barrow who in the 1930s began robbing banks in U.S. cities until they were eventually killed. The film is a major landmark in the aesthetic movement known as the New Hollywood.,12.109198,/3tX1FJiXnk515NtRuF18PFC4CVy.jpg,Tatira-Hiller Productions;Warner Brothers/Seven Arts,,1967-07-18,50700000,111,en,Released,They’re young… they’re in love… and they kill people.,Bonnie and Clyde,False,7.6,384,ambush;sheriff;waitress;prohibition;texas;bank robber;oklahoma;impotence;missouri;texas ranger;grave digger
False,,6000000,Drama;Music;Romance,http://lionsgateathome.com/dirty-dancing,88,tt0092890,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",14.044122,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,Great American Films Limited Partnership;Vestron Pictures,,1987-08-21,213954274,100,en,Released,Have the time of your life.,Dirty Dancing,False,7.1,1371,dancing;sex;hotel;robbery;sister sister relationship;dancing master;mambo;dance performance;daughter;summer camp;secret love;teenage crush;doctor;class differences;youth;family holiday;sensuality;unwanted pregnancy;summer romance;abortion;catskill resort
False,,1200000,Crime;Thriller,,500,tt0105236,en,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",12.22034,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,Live Entertainment;Lionsgate;Dog Eat Dog Productions Inc.,,1992-09-02,14661007,99,en,Released,Every dog has his day.,Reservoir Dogs,False,8.1,3821,traitor;jewelry;psychopath;thief;heist;betrayal;mystery;escape;gang;plan gone wrong;warehouse;ensemble cast;all male cast;told in flashback;heist gone wrong;foreshadowing;rendezvous;iconic;set in one room;uneasy alliance;rag tag group
False,,6000000,Science Fiction;Action,http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,tt0082340,en,Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",10.124544,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,AVCO Embassy Pictures;Goldcrest Films International;International Film Investors;City Film,,1981-05-22,50244700,99,en,Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,False,6.9,720,taxi;street gang;usa president;war veteran;hostage;kidnapping;liberation of prisoners;anti hero;gangster boss;dystopia;police operation;attempt to escape;cyberpunk;reluctant hero
